ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
1994,1994,Blanco / Parliament,11811 Blanco Rd,,San Antonio,TX,78216,210-341-5588
1995,1995,DEACTIVATED Spectrum Vein and Vascular [DEMO],1234 North Ave,,Atlanta,GA,30301,Visits cannot be scheduled online right now.
1996,1996,DEACTIVATED Urgent Care - Runnemede,20 South Black Horse Pike,,Runnemede,NJ,08078,Visits cannot be scheduled online right now.
1997,1997,Sammamish Urgent Care,22850 NE 8th St Suite 103,,Sammamish          ,WA,98074,(425) 898-1126
1998,1998,Doylestown Health Physicians-Urgent Care,4259 West Swamp Road,Suite 108,Doylestown  ,PA,18902,215-863-8363
1999,1999,Rockford ICC Urgent Care,8501 Meadow Creek Drive,,Rockford,MI,49341,(616) 884-2910
2000,2000,Mineola,50 East Jericho Turnpike,,Mineola,NY,11501,516-399-3068
2001,2001,Park Slope,365 Flatbush Avenue,,Brooklyn,NY,11238,347-871-9485
2002,2002,Aspen Medical Center,3450 Zafarano Dr. Suite C ,,Santa Fe,NM,87507,505-466-5885
2003,2003,AFC Urgent Care Beverly ,50 Dodge Street ,,Beverly ,MA,01915,978-922-2171
2004,2004,Marion Urgent Care,2992 7th Ave,,Marion,IA,52302,319-730-8300
2005,2005,Valley Health Employer Health - Winchester,607 E Jubal Early Dr,,Winchester,VA,22601,Visits cannot be scheduled online right now.
2006,2006,Deaconess COMP Center,,,,,,
2007,2007,DEACTIVATED 426 ICC Walk-In Clinic,426 Michigan Street NE,,Grand Rapids ,MI,49503,Visits cannot be scheduled online right now.
2008,2008,Quakertown,157 S West End Blvd,,Quakertown,PA,18951,215-538-4930
2009,2009,Fairlawn Urgent Care,2875 WEST MARKET STREET,,Fairlawn,OH,44333,330-555-5555
2010,2010,IH10/Wurzbach,9885 IH10 West,,San Antonio,TX,78230,210-696-5599
2011,2011,Loop 410 / Broadway,1007 N.E. Loop 410,,San Antonio,TX,78209,210-821-5598
2012,2012,Ingram / Loop 410,6570 Ingram Rd.,,San Antonio,TX,78238,210-520-5588
2013,2013,IH 35 N / Eisenhauer,7460 IH-35 North,,San Antonio,TX,78218,210-655-5529
2014,2014,SE Military / Roosevelt,1111 S.E. Military Dr.,,San Antonio,TX,78214,210-927-5580
2015,2015,SW Military / Zarzamora,2530 S.W. Military Dr.,,San Antonio,TX,78224,210-476-5599
2016,2016,Loop 1604 / Bandera,9207 N. Loop 1604 W,,San Antonio,TX,78249,210-695-4884
2017,2017,IH 35 N / Loop 1604,8341 Agora Pkwy,,Selma,TX,78154,210-659-5533
2018,2018,IH 35 N / Hwy 46,958 IH-35 North,,New Braunfels,TX,78130,830-606-5533
2019,2019,IH 10 W / Leon Springs,23611 IH 10 West,,Leon Springs,TX,78257,210-698-6617
2020,2020,IH 35 S / Slaughter Lane,9900 S. IH 35 Service Rd. SB Bldg. S,,Austin,TX,78748,512-291-5577
2021,2021,Hwy 151 / Loop 410,8519 State Hwy 151,,San Antonio,TX,78245,210-682-5577
2022,2022,N MoPac / Parmer,12319-B N. Mopac Expy,,Austin,TX,78758,512-835-5577
2023,2023,Loop 1604 / Stone Oak Pkwy,323 N. 1604 W.,,San Antonio,TX,78232,210-549-5893
2024,2024,IH 35 N / Bass Pro Drive,4851 N. IH-35,,Round Rock,TX,78664,512-486-6140
2025,2025,Loop 1604 N / Culebra,6530 W. Loop 1604 North,,San Antonio,TX,78254,210-476-5577
2026,2026,Hiawatha Urgent Care,1001 N. Center Point Rd,,Hiawatha,IA,52233,319-375-6100
2027,2027,Westside Urgent Care ,2375 Edgewood Rd SW,,Cedar Rapids,IA,52404,319-396-1983
2028,2028,Anamosa Urgent Care ,1795 Hwy 64 East,,Anamosa,IA,52205,319-481-6291
2029,2029,DEACTIVATED MPG NORTH PORT COMMERCE PKWY,2572 Commerce Pkwy,,North Port,FL,34289,Visits cannot be scheduled online right now.
2030,2030,BayCare Labs - New Tampa,17512 Dona Michelle Drive,,Tampa,FL,33647,800-324-7853
2031,2031,Banner North Colorado Medical Center,1801 16th Street,,Greeley,CO,80631,970-810-4121
2032,2032,Valley Health Quick Care - Front Royal,415A South Street,,Front Royal,VA,22630,540-636-0495
2033,2033,,,,,,,
2034,2034,Banner Urgent Care - Test Clinic,222 S Power Rd,,Mesa,AZ,85206,480-888-5555
2035,2035,Monroe Campus,100 St. Luke's Lane,,Stroudsburg,PA,18360,272-212-1020
2036,2036,Pediatric Urgent Care Center,269-01 76th Avenue,Suite 161,New Hyde Park,NY,11040,(718)-470-3800
2037,2037,,,,,,,
2038,2038,,,,,,,
2039,2039,,,,,,,
2040,2040,,,,,,,
2041,2041,,,,,,,
2042,2042,,,,,,,
2043,2043,,,,,,,
2044,2044,,,,,,,
2045,2045,,,,,,,
2046,2046,,,,,,,
2047,2047,,,,,,,
2048,2048,,,,,,,
2049,2049,,,,,,,
2050,2050,Multi State Telehealth Demo,554 North Avenue NW,,Atlanta,GA,30305,(770) 555-1234
2051,2051,,,,,,,
2052,2052,Truesdale Clinic,1030 President Avenue,,Fall River,MA,02720,508-973-1681
2053,2053,Prime Urgent Care,2510 Smith Ranch Road Suite 102,,Pearland,TX,77584,713-340-3111
2054,2054,,,,,,,
2055,2055,,,,,,,
2056,2056,,,,,,,
2057,2057,,,,,,,
2058,2058,DEACTIVATED Demo - Pentucket Medical Newburyport,260 Merrimack St,,Newburyport,MA,01950,Visits cannot be scheduled online right now.
2059,2059,Central Jersey Urgent Care,731 Highway 35,,Ocean,NJ,07712,732-455-8444
2060,2060,Central Jersey Urgent Care of Somerset,84 Veronica Ave,,Somerset,NJ,08873,732-992-6700
2061,2061,MyInstaDoc Urgent Care of Howell,4564 Route 9 South,,Howell,NJ,07731,732-366-3377
2062,2062,MyInstaDoc Urgent Care of Monroe,298 Applegarth Road,,Monroe,NJ,08831,609-409-0600
2063,2063,MyInstadoc Urgent Care of Morganville,167 US 9 South,,Englishtown,NJ,07726,732-334-6500
2064,2064,DEACTIVATED Demo - Pentucket Medical Andover,323 Lowell St,,Andover,MA,01810,Visits cannot be scheduled online right now.
2065,2065,"Baylor Scott &amp; White Heart and Vascular Hospital - Soltero, 5th Floor",621 Hall Street,Ste. 530,Dallas,TX,75226,"Visits cannot be scheduled online right now. To return to our homepage, click  here."
2066,2066,Priority Care Anderson,7991 Beechmont,,Cincinnati,OH,45255,
2067,2067,Priority Care Glenway,6139 Glenway Ave.,,Cincinnati ,OH,45211,
2068,2068,Priority Care Mason,8350 Arbor Square Drive,,Mason,OH,45040,
2069,2069,UnityPoint Clinic Urgent Care - North Crossing,"2134 Logan Avenue, Suite A",,Waterloo,IA,50702,319-226-8420
2070,2070,Meriden,482 South Broad Street,,Meriden,CT,06450,203-439-4485
2071,2071,Vernon,35 Talcotville Road,,Vernon,CT,06066,860-787-5774
2072,2072,DEACTIVATED MPG FM 9671 GLADIOLUS,9671 GLADIOLUS DR,,Fort Myers,FL,33908,Visits cannot be scheduled online right now.
2073,2073,McKee Medical Center ,2000 Boise Ave,,Loveland,CO,80538,970-820-2002
2074,2074,DEACTIVATED East County Urgent Care,1625 E. Main St. #100,,El Cajon,CA,92021,Visits cannot be scheduled online right now.
2075,2075,DocuTAP Clinic West,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
2076,2076,"CHI St. Francis Family Practice, Ortho, &amp; Walk In Clinics",2400 St. Francis Drive,,Breckenridge,MN,56520,218-643-3000
2077,2077,DocuTAP Clinic Test1,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
2078,2078,DocuTAP Clinic East,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
2079,2079,DEACTIVATED Bridgeton,12409 Saint Charles Rock Road,,Bridgeton,MO,63044,Visits cannot be scheduled online right now.
2080,2080,DEACTIVATED Hampton,2060 Hampton Avenue,,St. Louis,MO,63139,Visits cannot be scheduled online right now.
2081,2081,Texas MedClinic - Training Test Site ,11811 Blanco Rd,,San Antonio,TX,78216,210-341-5588
2082,2082,MPG LAB MARCO ISLAND - N COLLIER BLVD,975 North Collier Blvd,,Marco Island,FL,34145,239-970-5720
2083,2083,Garden Oaks,4208 Ella Blvd.,,Houston,TX,77018,832-831-4660
2084,2084,DEACTIVATED Meriden Occ Health,482 South Broad Street,,Meriden,CT,06450,Visits cannot be scheduled online right now.
2085,2085,DEACTIVATED TAUC Demo Clinic,3029 Demo Boulevard,,St. Louis,MO,63118,Visits cannot be scheduled online right now.
2086,2086,DEACTIVATED Dayton Children's South Surgery Center,3333 West Tech Road,,Miamisburg,OH,45342,Visits cannot be scheduled online right now.
2087,2087,Integra Urgent Care - Grand Prairie,"3950 S Carrier Pkwy, Ste 110",,Grand Prairie,TX,75054,469-340-1710
2088,2088,DEACTIVATED PM Pediatrics of Massapequa Park,5050 Sunrise Highway,,Massapequa Park,NY,11762,
2089,2089,Monica's Sandbox,554 North Ave NW,,Atlanta,GA,30318,(470) 272-8406
2090,2090,DEACTIVATED PM Pediatrics of Midwood,1273 Coney Island Ave,,Brooklyn,NY,11230,Visits cannot be scheduled online right now.
2091,2091,DEACTIVATED PM Pediatrics of Cobble Hill,240 Atlantic Avenue,,Brooklyn,NY,11201,
2092,2092,DEACTIVATED PM Pediatrics of Bayside,210-31 26th Avenue,,Bayside,NY,11360,
2093,2093,DEACTIVATED PM Pediatrics of Forest Hills,70-20 Austin Street,,Forest Hills,NY,11375,
2094,2094,DEACTIVATED PM Pediatrics of Hopewell Junction,1983 NY-52,,Hopewell Junction,NY,12533,
2095,2095,DEACTIVATED PM Pediatrics of Staten Island,2407 Richmond Avenue,,Staten Island,NY,10314,
2096,2096,DEACTIVATED Henry Ford Main Campus Neurology,2799 West Grand Blvd.,,Detroit,MI,48202,Visits cannot be scheduled online right now.
2097,2097,New Boston Road,373 New Boston Road,,Fall River,MA,02720,508-679-8340
2098,2098,AFC Urgent Care - Downingtown,150 E Pennsylvania Ave Suite 140,,Downingtown ,PA,19335,484-424-0165
2099,2099,Henry Ford Walk In Clinic - Richmond,67267 Main St.,,Richmond,MI,48062,(586)-649-9078
2100,2100,SANDBOX ENVIRONMENT - MedSpring Urgent Care ,11521 Ranch Road 620 N #100 ,,Austin ,TX,78726,512-402-6830
2101,2101,St. Clair Urgent Care,2000 Oxford Drive,Suite #100,Pittsburgh,PA,15102,412-942-8800
2102,2102,Care One Urgent Care Center - Cortez,12220 Cortez Blvd,,Brooksville ,FL,34613,352-556-5216
2103,2103,UHS Walk-in Vestal,4417 Vestal Pkwy E,,Vestal,NY,13850,607-729-2144
2104,2104,UHS Endicott,1302 E Main St,,Endicott,NY,13760,607-754-7171
2105,2105,UHS Chenango Bridge,91 Chenango Bridge Rd,,Binghamton ,NY,13901,607-648-4151
2106,2106,"DEACTIVATED Rene J. Gomez, MD PA ",8950 SW 74 Court,Suite 1404,Miami,FL,33156,Visits cannot be scheduled online right now.
2107,2107,"DEACTIVATED Carlos M. Marill, MD PA ",6280 Sunset Drive Suite 400 ,,South Miami,FL,33143,Visits cannot be scheduled online right now.
2108,2108,BayCare Labs - BSO,2985 Drew St,,Clearwater,FL,33759,800-324-7853
2109,2109,Clockwise Urgent Care Demo,1380 Atlantic Drive,,Atlanta,GA,30363,800-729-1363
2110,2110,Better Faster Urgent Care,630 N. Kimball Ave,Ste 100,Southlake,TX,76092,817-421-8777
2111,2111,LUC Frandor,505 N. Clippert St.,,Lansing,MI,48912,517-999-2273
2112,2112,Alexis Sandbox,3423 Piedmont Road NE,,Atlanta,GA,30305,800-729-1363
2113,2113,Yubadocs,530 274-5020,,,,,
2114,2114,Bridgehampton,2044 Montauk Highway,#9,Bridgehampton,NY,11932,631-315-6756
2115,2115,Lake Grove,2079 Smith Haven Plaza,,Lake Grove,NY,11755,(631) 315-6758
2116,2116,Care One Urgent Care Center - Cortez,12220 Cortez Blvd,,Cortez,FL,34613,352-556-5216
2117,2117,,,,,,,
2118,2118,Care One Urgent Care Center - County Line,11115 Countyline Rd,,Spring Hill ,FL,34609,352-683-1982
2119,2119,Care One Urgent Care Center - Jasmine,10435 US Hwy 19,,Port Richey,FL,34668,727-378-4477
2120,2120,East Quick Health Urgent Care ,2709 E 26th St,,Sioux Falls,SD,57103,605-271-7821 Option 2
2121,2121,LUC Okemos,2289 W. Grand River,,Okemos,MI,48864,517-999-2273
2122,2122, LUC Westside,4440 W. Saginaw Hwy,,Lansing,MI,48917,517-999-2273
2123,2123,LUC Southside,320 E. Jolly Road,,Lansing,MI,48910,517-999-2273
2124,2124,LUC DeWitt,12970 Old U.S. 27 Hwy,,Dewitt,MI,48820,517-999-2273
2125,2125,LUC Bath/ Haslett,16945 Marsh Road,,Haslett,MI,48840,517-999-2273
2126,2126,UCHealth Urgent Care - Firestone,5965 Firestone Blvd,,Firestone,CO,80504,(720) 652-7055
2127,2127,AFC Urgent Care - Englewood,901 W. Hampden Ave.,Suite 103,Englewood,CO,80110,303-761-1699
2128,2128,DEACTIVATED Integra Urgent Care - TX008 Filter Site (DT Int.),"3950 S Carrier Pkwy, Ste 110",,Grand Prairie,TX,75054,Visits cannot be scheduled online right now.
2129,2129,"AFC Urgent Care, West Chester",510 E Gay St,,West Chester ,PA,19380,484-200-8655
2130,2130,"AFC Urgent Care, Narberth ",934 Montgomery Ave,,Narberth ,PA,19072,484-424-0165
2131,2131,"AFC Urgent Care, South Philly ",1444 W Passyunk Ave,,South Philly  ,PA,19145,215-977-4820
2132,2132,Children's Mercy Test Clinic 1,6750 W 135th Street,,Overland Park,KS,66223,888-888-8888
2133,2133,Rocky Mountain Urgent Care - Smoky Hill,20270 E Smoky Hill Rd.,,Centennial,CO,80015,303-693-2000
2134,2134,Rocky Mountain Urgent Care - Lakewood,2595 South Lewis,Suite A,Lakewood,CO,80227,303-986-9610
2135,2135,Rocky Mountain Urgent Care - Englewood,730 W Hampden Ave., Suite 200,Englewood,CO,80110,720-974-7464
2136,2136,Rocky Mountain Urgent Care - Aurora,13650 E Mississippi Ave,,Aurora,CO,80012,303-695-1338
2137,2137,Children's Mercy Test Clinic 2,6750 W 135th Street,,Overland Park,KS,66223,888-888-8888
2138,2138,Children's Urgent Care at Oak Creek,8375 South Howell Avenue,,Oak Creek,WI,53154,(414) 435-9431
2139,2139,Anderson Specialty Pavilion,2200 St. Luke's Boulevard,Suite 105,Easton,PA,18045,484-503-1500
2140,2140,Nazareth Health Center,4059 Jandy Boulevard,,Nazareth ,PA,18064,Visits cannot be scheduled online right now.
2141,2141,Hamburg Health Center,9 Dave’s Way,,Hamburg,PA,19526,610-628-7200
2142,2142,Big Heart Community Hospital,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
2143,2143,Clearview Clinic,101 S. Phillips Avenue,Suite 300,Sioux Falls,SD,57104,844-365-9778
2144,2144,Deaconess Clinic Express West,545 S Boehne Camp Rd.,,Evansville,IN,47712,812-402-1264
2145,2145,DEACTIVATED GSWB Adult Urgent Care,25 Church Street,,Wilkes-Barre,PA,18765,Visits cannot be scheduled online right now.
2146,2146,AFC Urgent Care Chelmsford,45 Drum Hill Road,,Chelmsford,MA,01824,978-446-7515
2147,2147,Sentara Careplex Employee Health,Medical Office Building,"4000 Coliseum Drive, Suite 345",Hampton,VA,23666,(757) 827-2203
2148,2148,RediMed Northeast,3717 Maplecrest,,Fort Wayne,IN,46815,260-458-3843
2149,2149,DEACTIVATED MedStat WCS Nearsite Clinic,1500 Provident Dr. Suite A,,Warsaw,IN,46580,Visits cannot be scheduled online right now.
2150,2150,FCMH Same Day Care Clinic,1510 Columbus Ave,Suite 230 (Second Floor),Washington Court House,OH,43160,(740) 333-3333
2151,2151,"SEPA Doral, LLC","8000 SW 21 ST, Suite 200",,Miami,FL,33122,786.703.9199
2152,2152,Lafayette General Urgent Care at Carencro,917 W Gloria Switch Road,,Carencro,LA,70520,337-886-6455
2153,2153,Fred's Demo Environment ,1200 Main Street,,Atlanta,GA,30305,555-555-5555
2154,2154,UrgentCare Indy,7911 Michigan Rd,,Indianapolis,IN,46268,Visits cannot be scheduled online right now.
2155,2155,DEACTIVATED AUS - Anderson Mill ,11521 N Ranch Road 620 Ste 100,,Austin ,TX,78726,Visits cannot be scheduled online right now.
2156,2156,DEACTIVATED AUS - Barton Springs,517 S Lamar Blvd Ste B,,Austin ,TX,78704,Visits cannot be scheduled online right now.
2157,2157,DEACTIVATED AUS - Burnet Road,7212 Burnet Road,,Austin ,TX,78757,Visits cannot be scheduled online right now.
2158,2158,DEACTIVATED AUS - Cedar Park,1335 East Whitestone Blvd Ste 100,,Cedar Park,TX,78613,Visits cannot be scheduled online right now.
2159,2159,DEACTIVATED AUS - Central Austin,3906 N Lamar Blvd,,Austin ,TX,78756,Visits cannot be scheduled online right now.
2160,2160,DEACTIVATED AUS - Round Rock,1820 Gattis School Rd,,Round Rock,TX,78664,Visits cannot be scheduled online right now.
2161,2161,DEACTIVATED AUS - San Marcos,301 N Guadalupe St,,San Marcos,TX,78666,Visits cannot be scheduled online right now.
2162,2162,DEACTIVATED AUS - South Congress,208 W Ben White Blvd,,Austin ,TX,78704,Visits cannot be scheduled online right now.
2163,2163,MedStat Kosciusko County/Cardinal Services/WCS Onsite Clinic,203 N Lake St,,Warsaw,IN,46580,574-376-4193
2164,2164,DEACTIVATED AFC Urgent Care - Family Care,334 Elden Street,,Herndon,VA,20170,.
2165,2165,RediMed Southwest,7333 W Jefferson Blvd,,Fort Wayne,IN,46804,260-458-3830
2166,2166,RediMed North,315 E Cook Rd,,Fort Wayne,IN,46825,260-458-3800
2167,2167,DEACTIVATED RediMed Huntington,1415 Flaxmill Road,,Huntington,IN,46750,Visits cannot be scheduled online right now.
2168,2168,RediMed Downtown,203 E Berry St,,Fort Wayne,IN,46802,260-458-3950
2169,2169,RediMed New Haven,1302 Minnich Rd,,New Haven ,IN,46774,260-458-3821
2170,2170,RediMed Bluffton,1980 N Main St,,Bluffton ,IN,46714,260-353-2190
2171,2171,MedStat Warsaw,"1500 Provident Dr, Suite A",,Warsaw,IN,46580,574-372-7637
2172,2172,MedStat Syracuse,107 W Pickwick Dr Suite A,,Syracuse,IN,46567,574-457-8682
2173,2173,MedStat Nappanee,1001 N Main St Suite 1,,Nappanee ,IN,46550,574-773-2509
2174,2174,Sentara Albemarle Employee Health,1144 North Road St.,,Elizabeth City,NC,27909,(252) 384-4710
2175,2175,Sentara Halifax Employee Health,2204 Wilborn Avenue,,South Boston,VA,24592,(434) 517-3206
2176,2176,Sentara Leigh Employee Health,"6320 North Center Drive, Bldg 15, Suite 101",,Norfolk,VA,23502,Visits cannot be scheduled online right now.
2177,2177,Sentara Martha Jefferson Employee Health,590 Peter Jefferson Parkway,Level 2,Charlottesville,VA,22911,(434) 654-8270
2178,2178,Sentara Norfolk General Employee Health,600 Gresham Dr.,"Raleigh Building, 1st Floor",Norfolk,VA,23507,(757) 388-3080
2179,2179,Sentara Northern Virginia Employee Health,2296 Opitz Blvd #310,,Woodbrige,VA,22191,(703) 523-1390
2180,2180,Sentara Obici Employee Health,"2790 Godwin Blvd, Ste. 300",,Suffolk,VA,23434,(757) 934-4523
2181,2181,Sentara Princess Anne Employee Health,Medical Office Building,2075 Glenn Mitchell Dr Ste 408,Virginia Beach,VA,23456,(757) 507-8800
2182,2182,Sentara RMH Employee Health,2010 Health Campus Drive,,Harrisonburg,VA,22801,(540) 689-6240
2183,2183,Sentara Virginia Beach General Employee Health,Sentara Medical Office Building,1080 First Colonial Rd. Suite 407,Virginia Beach,VA,23454,(757) 395-6316
2184,2184,Sentara Williamsburg Regional Employee Health,100 Sentara Circle ,,Williamsburg,VA,23188,(757) 984-7440
2185,2185,Sturdy Memorial Urgent Care at Plainville,60 Messenger Street,,Plainville,MA,02762,508-809-6262
2186,2186,American Fork Urgent Care,226 N 1100 E,,American Fork,UT,84003,801-855-3841
2187,2187,DEACTIVATED RediMed Sandbox Environment ,3717 Maplecrest ,,Fort Wayne,IN,46815,Visits cannot be scheduled online right now.
2188,2188,DEACTIVATED Saint Mary's Urgent Care Galena,18653 Wedge Pkwy ,,,,,Visits cannot be scheduled online right now.
2189,2189,DEACTIVATED Saint Mary's Urgent Care Spanish Springs,"5070 Ion Dr., Ste. 100 ",,,,,Visits cannot be scheduled online right now.
2190,2190,DEACTIVATED Saint Mary's Urgent Care Northwest,6255 Sharlands Ave.,,,,,Visits cannot be scheduled online right now.
2191,2191,Express Care of E. Manchester,4050 N. George St EXT,,Manchester,PA,17345,443-386-5177
2192,2192,DEACTIVATED Express Care of E. Manchester,4050 N. George St EXT,,Manchester,PA,17345,Visits cannot be scheduled online right now.
2193,2193,DEACTIVATED Grand View Urgent Care at Chalfont,700 Horizon Drive,,Chalfont,PA,18914,
2194,2194,Grand View Urgent Care at Quakertown,5 Quakers Way,,Quakertown,PA,18951,215-453-5620
2195,2195,DEACTIVATED HOU - Falcon Landing,9722 Gaston Rd Ste 190,,Katy,TX,77494,Visits cannot be scheduled online right now.
2196,2196,DEACTIVATED HOU - Greenway,3899 Southwest Fwy,,Houston,TX,77027,Visits cannot be scheduled online right now.
2197,2197,DEACTIVATED HOU - Heights,102 W 11th,,Houston,TX,77008,Visits cannot be scheduled online right now however the clinic remains open for Walk-Ins.
2198,2198,DEACTIVATED HOU - Katy,6501 S Fry Rd Ste 1000,,Katy,TX,77494,Visits cannot be scheduled online right now.
2199,2199,DEACTIVATED HOU - Kingwood,1450 Kingwood Drive,,Kingwood,TX,77339,Visits cannot be scheduled online right now.
2200,2200,DEACTIVATED HOU - Memorial ,14045 memorial Dr Ste 400,,Houston,TX,77079,Visits cannot be scheduled online right now.
2201,2201,DEACTIVATED HOU - Midtown,2707 Milam St,,Houston,TX,77006,Visits cannot be scheduled online right now.
2202,2202,DEACTIVATED HOU - River Oaks,1917 West Gray St,,Houston,TX,77019,Visits cannot be scheduled online right now.
2203,2203,DEACTIVATED HOU - Sugar Land,1403 Hwy 6,,Sugar Land ,TX,77478,Visits cannot be scheduled online right now.
2204,2204,Sturdy Memorial Lab,60 Messenger Street,,Plainville,MA,02762,Visits cannot be scheduled online right now.
2205,2205,Henry Ford Employee Health Walk-in Macomb,15855 Ninteen Mile Rd.,,Clinton,MI,48038,(586)-203-1660
2206,2206,Elizabethtown Zip Clinic,2005 N. Dixie Hwy,,Elizabethtown,KY,42701,270-640-0889
2207,2207,Newington,40 Fenn Road,,Newington,CT,06111,860-777-1283
2208,2208,Pulse Urgent Care ,100 E Cypress Ave,,Redding,CA,96002,530-722-1111
2209,2209,Trempers,2307 Brooks St.,,Missoula ,MT,59801,(406) 493-3110
2210,2210,Pleasant Grove Urgent Care,830 N 2000 W,,Pleasant Grove,UT,84062,801-756-3511
2211,2211,Lehi Urgent Care,680 E Main Street,,Lehi,UT,84043,801-768-1699
2212,2212,Lindon Urgent Care,275 W 200 N,,Lindon,UT,84042,801-796-1333
2213,2213,Eagle Mountain Urgent Care,3943 Pony Express Parkway #120,,Eagle Mountain,UT,84005,801-789-5566
2214,2214,DEACTIVATED UltraMed Urgent Care,5020 Dempster St.,,Skokie,IL,60077,"Visits cannot be scheduled online right now. Walkins welcome, please come in to the clinic!"
2215,2215,LifePoint Demo,330 Seven Springs Way,,Brentwood,TN,37027,Visits cannot be scheduled online right now.
2216,2216,Ottumwa Walk-In Clinic,1255 Theatre Dr,,Ottumwa,IA,52501,641-684-2551
2217,2217,Yucaipa Urgent Care,33494 Oak Glen Rd.,,Yucaipa,CA,92399,909-797-8900
2218,2218, Hillcrest Family Health Center,7300 Bosque Blvd,,Waco,TX,76710,
2219,2219,Baylor Scott &amp; White The Heart Hospital - Plano,1100 Allied Dr.,5th Floor,Plano,TX,75093,
2220,2220,DEACTIVATED CHI - Arlington Heights,902 W Dundee Rd,,Arlington Heights,IL,60004,Visits cannot be scheduled online right now.
2221,2221,DEACTIVATED CHI - Lakeview,2868 North Broadway Street,,Chicago,IL,60657,Visits cannot be scheduled online right now.
2222,2222,DEACTIVATED CHI - Naperville,1190 S Naper Boulevard,,Naperville,IL,60540,Visits cannot be scheduled online right now.
2223,2223,DEACTIVATED CHI - River North,219 W Chicago Ave,,Chicago,IL,60654,Visits cannot be scheduled online right now.
2224,2224,DEACTIVATED CHI - West Lake,3301 N Ashland Ave,,Chicago ,IL,60657,Visits cannot be scheduled online right now.
2225,2225,DEACTIVATED CHI - West Loop,779 W Adams,,Chicago ,IL,60661,Visits cannot be scheduled online right now.
2226,2226,DEACTIVATED CHI - Wicker Park,1520 N Damen Ave,,Chicago ,IL,60622,Visits cannot be scheduled online right now.
2227,2227,DEACTIVATED DFW - Greenville,4844 Greenville Ave,,Dallas,TX,75206,Visits cannot be scheduled online right now.
2228,2228,DEACTIVATED DFW - Keller,104 S Main St,,Keller,TX,76248,Visits cannot be scheduled online right now.
2229,2229,DEACTIVATED DFW - Knox Henderson,4617 N. Central Expressway,,Dallas,TX,75205,Visits cannot be scheduled online right now.
2230,2230,DEACTIVATED DFW - Lantana,3600 N FM 407 Ste 200,,Bartonville,TX,76226,Visits cannot be scheduled online right now.
2231,2231,DEACTIVATED DFW - Las Colinas,7400 N MacArthur Blvd,,Irving,TX,75063,Visits cannot be scheduled online right now.
2232,2232,DEACTIVATED DFW - McKinney,5131 S. Custer Road #111,,McKinney,TX,75070,Visits cannot be scheduled online right now.
2233,2233,DEACTIVATED DFW - North Dallas,3410 President George Bush Turnpike,,Dallas  ,TX,75287,Visits cannot be scheduled online right now.
2234,2234,DEACTIVATED DFW - North Frisco,12005 Dallas Pkwy Ste 100,,Frisco,TX,75034,Visits cannot be scheduled online right now.
2235,2235,DEACTIVATED DFW - Oak Lawn,4501 Lemmon Ave,,Dallas ,TX,75219,Visits cannot be scheduled online right now.
2236,2236,DEACTIVATED DFW - Presidio Vista,8901 North Fwy #111,,Fort Worth ,TX,76177,Visits cannot be scheduled online right now.
2237,2237,DEACTIVATED DFW - Richardson,377 W. Campbell Rd. Suite 100,,Richardson,TX,75080,Visits cannot be scheduled online right now.
2238,2238,DEACTIVATED DFW - Uptown,2404 McKinney Ave,,Dallas ,TX,75201,Visits cannot be scheduled online right now.
2239,2239,DEACTIVATED DFW - Waterside,3701 Vision Drive #101,,Fort Worth ,TX,76109,Visits cannot be scheduled online right now.
2240,2240,DEACTIVATED DFW - West 7th,2501 West 7th Street Ste 101,,Fort Worth ,TX,76107,Visits cannot be scheduled online right now.
2241,2241,Brookline,1285 Beacon St,,Brookline,MA,02446,844-377-4199
2242,2242,Boston Common,"137 Stuart Street, STE A-7",,Boston,MA,02116,844-377-4199
2243,2243,Burlington,47 Middlesex Turnpike,,Burlington,MA,01803,844-377-4199
2244,2244,Canton,95 Washington Street,,Canton,MA,02021,844-377-4199
2245,2245,Central Square,76 Prospect Street,,Cambridge,MA,02139,844-377-4199
2246,2246,Medford,127 Main St,,Medford,MA,02155,844-377-4199
2247,2247,Newton,71 Needham Street,,Newton,MA,02461,844-377-4199
2248,2248,Watertown,11 Mount Auburn St,,Watertown,MA,02472,844-377-4199
2249,2249,Sandbox Environment - Southcoast Labs ,1030 President Avenue,,Fall River,MA,02720,508-973-1681
2250,2250,Deaconess Clinic Pediatric Urgent Care,4209 Gateway Blvd,MOB 2,Newburgh,IN,47630,812-842-2800
2251,2251,Urgent Care Eleven ,3218 Saint Claude Avenue,,New Orleans,LA,70117,504.324.7790
2252,2252,Sparrow Eaton Hospital Patient Tracker,321 E. Harris St.,,Charlotte,MI,48813,Visits cannot be scheduled online right now.
2253,2253,Wethersfield,1025 Silas Deane Highway,,Wethersfield,CT,06109,860-787-5775
